month,file,total_rows,invalid_pickup_timestamp,invalid_dropoff_timestamp,invalid_origin_loc_id,origin_not_in_zone_lookup,pickup_outside_source_month,negative_base_fare,zero_distance_nonzero_fare,rider_count_zero,rider_count_missing,dropoff_before_pickup,zero_duration,nonpositive_duration,extreme_speed_flag,exact_duplicate_rows,demand_eligible_rows,demand_excluded_rows,origin_zone_264_unknown,origin_zone_265_outside_nyc,speed_p99_mph,speed_p99_9_mph,speed_max_mph,invalid_pickup_timestamp_pct,invalid_dropoff_timestamp_pct,invalid_origin_loc_id_pct,origin_not_in_zone_lookup_pct,pickup_outside_source_month_pct,negative_base_fare_pct,zero_distance_nonzero_fare_pct,rider_count_zero_pct,rider_count_missing_pct,dropoff_before_pickup_pct,zero_duration_pct,nonpositive_duration_pct,extreme_speed_flag_pct,exact_duplicate_rows_pct,demand_excluded_rows_pct,demand_eligible_pct
2025-04,Urban_Flow_Analytics_Taxi_Dataset_2025-04.csv,3970553,0,0,0,0,7,186720,90818,23101,745730,163,34606,34769,1002,0,3970546,7,7356,1635,33.85567855834961,46.074195861816406,2332021.5,0.0,0.0,0.0,0.0,0.00017629786077657194,4.702619509171645,2.287288445715244,0.5818081259713698,18.781514816701854,0.004105221615225889,0.8715662528620068,0.8756714744772328,0.025235779499732155,0.0,0.00017629786077657194,99.99982370213922
2025-05,Urban_Flow_Analytics_Taxi_Dataset_2025-05.csv,4591845,0,0,0,0,24,325266,140346,23967,1196176,101,64171,64272,1175,0,4591821,24,7596,2091,33.9057502746582,46.53565979003906,3119835.5,0.0,0.0,0.0,0.0,0.0005226657258683602,7.083557916262418,3.0564184984467024,0.5219470604952912,26.050008221096316,0.002199551596362682,1.3974992622791056,1.3996988138754682,0.025588842828971795,0.0,0.0005226657258683602,99.99947733427413
2025-06,Urban_Flow_Analytics_Taxi_Dataset_2025-06.csv,4322960,0,0,0,0,20,275565,134161,22791,1212946,231,68352,68583,1396,0,4322940,20,6634,1961,33.94736862182617,46.91028594970703,1722263.375,0.0,0.0,0.0,0.0,0.000462645964801895,6.37445176453171,3.1034522641893516,0.5272082091899994,28.058228621129967,0.005343560893461888,1.5811388493069563,1.5864824102004182,0.03229268834317227,0.0,0.000462645964801895,99.9995373540352
2025-07,Urban_Flow_Analytics_Taxi_Dataset_2025-07.csv,3898963,0,0,0,0,7,247088,123320,20544,1038755,1,56063,56064,947,1,3898955,8,6114,2252,34.64926528930664,47.06269073486328,1875959.75,0.0,0.0,0.0,0.0,0.00017953491736135994,6.337274808711959,3.1628922870004157,0.526909334610254,26.641827583385634,2.564784533733713e-05,1.4378951531471318,1.437920800992469,0.024288509534458266,2.564784533733713e-05,0.00020518276269869705,99.9997948172373
2025-08,Urban_Flow_Analytics_Taxi_Dataset_2025-08.csv,3574091,0,0,0,0,17,261191,104746,17272,886234,2,47831,47833,941,0,3574074,17,5382,2225,34.98017120361328,47.39518737792969,2740823.75,0.0,0.0,0.0,0.0,0.0004756454158553882,7.3079001066285105,2.9307032193640286,0.4832557425090743,24.796067027952002,5.595828421828095e-05,1.3382703462222982,1.3383263045065164,0.02632837272470119,0.0,0.0004756454158553882,99.99952435458414
2025-09,Urban_Flow_Analytics_Taxi_Dataset_2025-09.csv,4251015,0,0,0,0,7,252718,123958,22186,1067195,0,57179,57179,1059,0,4251008,7,6080,2135,34.06208038330078,47.153053283691406,4034270.0,0.0,0.0,0.0,0.0,0.00016466655610483614,5.9448861036717116,2.915962423091897,0.5218988876774135,25.10447504890009,0.0,1.3450670016454895,1.3450670016454895,0.02491169755928878,0.0,0.00016466655610483614,99.9998353334439
2025-10,Urban_Flow_Analytics_Taxi_Dataset_2025-10.csv,4428699,0,0,0,0,13,321307,125009,22310,990887,2,67966,67968,1122,0,4428686,13,6591,1951,33.710670471191406,47.031837463378906,2439476.75,0.0,0.0,0.0,0.0,0.0002935399312529481,7.255110360853154,2.8227025589230608,0.5037596820194824,22.37422321995692,4.515998942353048e-05,1.5346719205798363,1.5347170805692598,0.025334754066600594,0.0,0.0002935399312529481,99.99970646006875
2025-11,Urban_Flow_Analytics_Taxi_Dataset_2025-11.csv,4181444,0,0,0,0,24,395093,108786,19942,1014740,1435,60685,62120,1001,0,4181420,24,6138,1897,34.730289459228516,47.47420120239258,1897379.0,0.0,0.0,0.0,0.0,0.0005739644008146468,9.448721542127553,2.6016371377925904,0.47691658671023696,24.26769317011061,0.03431828813204242,1.4512929026432018,1.485611190775244,0.023939098550644227,0.0,0.0005739644008146468,99.99942603559919
2025-12,Urban_Flow_Analytics_Taxi_Dataset_2025-12.csv,4305006,0,0,0,0,9,48175,151978,18827,1195482,2,58019,58021,974,0,4304997,9,5684,1930,33.786407470703125,46.417179107666016,3748310.5,0.0,0.0,0.0,0.0,0.0002090589420781295,1.1190460594015432,3.5302622110166633,0.4373280780561049,27.769578021494045,4.645754268402878e-05,1.3477100844923329,1.3477565420350168,0.022624823287122016,0.0,0.0002090589420781295,99.99979094105792
2026-01,Urban_Flow_Analytics_Taxi_Dataset_2026-01.csv,3724889,0,0,0,0,7,39463,125237,14787,1088058,1,45069,45070,732,0,3724882,7,4391,1539,35.22665023803711,46.79194641113281,2218900.0,0.0,0.0,0.0,0.0,0.00018792506300187737,1.0594409658918695,3.362167302166588,0.39697827237268013,29.21048117138524,2.6846437571696765e-05,1.2099420949188016,1.2099689413563735,0.019651592302482035,0.0,0.00018792506300187737,99.999812074937
2026-02,Urban_Flow_Analytics_Taxi_Dataset_2026-02.csv,3399866,0,0,0,0,16,26721,122792,12884,1023317,2,40596,40598,620,0,3399850,16,3703,1319,34.01877975463867,46.11678695678711,4816615.0,0.0,0.0,0.0,0.0,0.00047060678273790795,0.7859427400962272,3.611671754122074,0.37895611179970035,30.09874506818798,5.8825847842238494e-05,1.1940470595017567,1.194105885349599,0.01823601283109393,0.0,0.00047060678273790795,99.99952939321726
2026-03,Urban_Flow_Analytics_Taxi_Dataset_2026-03.csv,3952451,0,0,0,0,19,20724,120595,12967,945748,2,49131,49133,930,0,3952432,19,4624,1625,34.25474548339844,47.0673828125,2000426.75,0.0,0.0,0.0,0.0,0.0004807143719175772,0.5243328759799931,3.051144720073696,0.3280749084555381,23.92813977959499,5.0601512833429184e-05,1.2430514635096046,1.243102065022438,0.023529703467544568,0.0,0.0004807143719175772,99.99951928562808
